,Id,PostId,RecruitPostId,RecruitPostName,CountryName,LocationName,BGName,ComName,ProductName,CategoryName,Responsibility,LastUpdateTime,PostURL,SourceID,IsCollect,IsValid,RequireWorkYearsName
10,0,1644277559258521600,96133,Supercell产品资深游戏客户端开发工程师,中国,深圳,IEG,,,技术,"1.负责游戏核心功能和核心模块开发、游戏客户端引擎开发以及游戏相关的工具链开发；
2.负责游戏产品玩法需求的技术可行性评估，技术方案的设计和实现；
3.负责游戏逻辑功能及模块开发，持续优化游戏性能、需求表现和兼容。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1644277559258521600,1,False,True,五年以上工作经验
11,0,1589800113201487872,93646,AI开发平台高级工程师,中国,深圳,CDG,,,技术,"1.基于公司的平台构建面向金融场景的一站式机器学习平台，覆盖从特征计算，样本构建，模型训练及在线推理、运营监控等全流程；
2.提升推荐、搜索、业务分析、画像等团队算法人员的开发效率及服务稳定性；
3.分布式计算存储优化，提升超大规模样本特征的计算存储效率；
4.图学习、强化学习、AutoML等多个AI方向算法工程解决方案的探索和落地。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1589800113201487872,1,False,True,三年以上工作经验
12,0,1589934386583707648,93651,腾讯云东区云原生销售经理（上海/安徽/福建）,中国,上海,CSIG,,,销售、服务与支持,"1.负责腾讯云在华东区域（上海、浙江、江苏、安徽、山东）内互联网、教育、企业、等行业云产品的销售工作；
2.负责行业客户的拓展、维护、落地和销售业绩的达成；
3.负责腾讯云在当地市场合作伙伴生态的建设；
4.负责腾讯云在区域市场各行业客户的满意度和覆盖率的提升。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1589934386583707648,1,False,True,五年以上工作经验
13,0,1633298787579469824,95551,射击产品-游戏发行PM,中国,深圳,IEG,,,产品,"1.支持管理工作室发展，跟进项目研发和发行计划的规划和执行，管理人力和资源使用的效率和价值，预警风险和管理风险；
2.跟进项目工作流程，以结果为导向，敏锐判断流程痛点，提出修正方案并主导协调各方落地；
3.与研发团队建立并维护良好合作关系，与团队紧密沟通、解决过程中的问题，有效把控整体进度。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1633298787579469824,1,False,True,三年以上工作经验
14,0,1519604204040101888,90604,大数据运维工程师,中国,西安,TEG,腾讯云智研发子公司,,技术,"1.负责腾讯大数据平台运维工作，通过设计、开发运维平台，解决运营过程中质量和效率问题；
2.负责梳理现有服务流程、规范和存在的问题，并给出可行方案；
3.负责前后端运营效率工具开发，包括但不限于：容量管理平台、DevOps、覆盖率、自动化、健康度等。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1519604204040101888,1,False,True,三年以上工作经验
15,0,1655118604129017856,96594,数据产品,中国,上海,CDG,,,产品,"1.规划和设计数仓/数据资产管理平台的产品能力，为使用量和易用性负责；
2.负责广告业务的数据资产建设，包括但不限于数仓分层建设、指标体系建设、元数据管理、数据治理、数据质量&成本管理；
3.横向拉通数仓/数据资产平台的上下游，推动项目高效落地；
4.追踪调研行业及集团内先进的数据资产建设实践，为广告业务的数据资产建设提供参考。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1655118604129017856,1,False,True,五年以上工作经验
16,0,1622497094952558592,94849,运营开发工程师,中国,长沙,TEG,腾讯云智研发子公司,,技术,"1.参与业务需求方案讨论，独立完成模块级甚至系统级技术方案，保证设计和编码的质量，按时高质量完成产品交付；
2.支持系统迭代升级，保障系统的代码简洁清晰，保障系统的通用性与扩展性；不断优化技术方案，持续提升交付质量；
3.理解数据中心业务，抽象通用能力，解决共性需求，减少重复开发；解决各类技术难题，持续提升内部用户满意度；
4.参与各专项技术调研，主动发现和产出能提升团队能力的研效和低码工具。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1622497094952558592,1,False,True,三年以上工作经验
17,0,1537700323018153984,91166,数据中心战略规划专家,中国,深圳,TEG,,,技术,"1.负责腾讯数据中心资源规划，容量管理，制定资源布局方案。并在运营的过程中对利用率进行控制，以平衡质量和成本；
2.负责新技术新架构在数据中心场景应用的经济性分析，优化数据中心侧TCO，持续降低数据中心的单位建设成本；
3.负责数据中心运营中的PUE优化成本分析，电力利用情况建模分析；
4.负责统筹中大型数据中心降本与增效项目，拆解问题，制定资源优化策略以提升资源的利用率、周转率等关键指标。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1537700323018153984,1,False,True,五年以上工作经验
18,0,1633325289213796352,95555,前端开发工程师,中国,武汉,CSIG,腾讯云智研发子公司,腾讯云,技术,"1.负责视频会议活动、会记和日历产品Web及小程序端业务开发；
2.负责视频会议活动、会记和日历业务开发；
3.负责视频会议活动、会记和日历稳定性及性能优化；
4.负责视频会议活动、会记和日历客户反馈问题跟进及效率工具开发。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1633325289213796352,1,False,True,三年以上工作经验
19,0,1522160263988518912,90654,腾讯会议视频研发工程师,中国,西安,CSIG,腾讯云智研发子公司,,技术,"1.负责腾讯会议硬件会议Rooms的开发工作，负责推进与厂商系统的适配，满足会议体验要求；
2.负责腾讯会议视频系统的维护与开发。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1522160263988518912,1,False,True,三年以上工作经验
20,0,1546328027577720832,91778,政企业务线运营BP（北京/深圳/长沙/上海/成都）,中国,北京,CSIG,,,产品,"1.负责行业业务规划制定及推进落实，定期更新修订行业客户战略地图，跟进行业头部客户项目，标杆项目的推进；
2.负责商机的收集整理、评审及归档，并及时协调和分派指定行业架构师参与并主导项目商机的跟进与转化，以及重大项目的跟进和风险预警，定期输出重大项目进展；
3.行业的经营分析管理与未来收入预测，PPL管理，牵头组织行业重要级别汇报会及经营分析报告和数据报告输出，例如：BSC汇报，行业周例会业绩汇报等等；
4.关注各类流程设置的合理性，行业客户定级，总集/指定分包评审，分包合同流程推进，项目LTC报价流程，关注流程效率，主动推动问题解决；
5.协助、监管团队规范运营，如各类文档的编写及归档，持续提升团队工作效率；
6.行业各项预算申请及预算合理化管理；
7.协助行业完成成本分析和成本管理，并提出有价值的意见或建议，帮助有效提升行业毛利率；
8.协助行业合理提高人效比，提高人力效率。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1546328027577720832,1,False,True,五年以上工作经验
21,0,1644271940967342080,96132,《元梦之星》移动游戏渠道运营,中国,上海,IEG,,,产品,"1.负责产品各渠道及外发平台合作方案、规划制定，根据游戏不同生命阶段，制定基于平台用户属性、流量能力的个性化运营方案，不断提升运营效率及用户导入效率；
2.根据项目特色与内部平台进行合作构思活动并跟进执行，对活动形式进行持续优化，利用平台资源优化提升活动效果；
3.把控游戏从筹备、轻测、预热上线到成熟运营节奏，推动平台运营计划的实施并定期汇报平台运营状况，共同完成项目目标；
4. 保证渠道良好合作关系，挖掘新型合作机会，协调和解决执行中出现的问题，及跨部门的沟通协调。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1644271940967342080,1,False,True,三年以上工作经验
22,0,1579016107409285120,93240,综合项目管理（用工管理）,中国,深圳,CDG,,,产品,"1.跟进国家及地方性灵活用工就业保障政策、人力资源、劳动法律法规等相关政策的研究沉淀，并在提升非正式用工保障和合规等方面提出相应整改意见；
2.结合广告业务发展规划与需要，对接AMS非正式用工管理，在用工关系、劳动报酬、社会保险保障、劳动安全方面的合规性治理和风险性管控，协同集团ER、法务等多个部门，推动灵活用工管理相关规则流程机制的优化；
3.协调和处理生态用工中的员工投诉，特殊员工关系案件，维护公平正义，打造健康和谐的工作氛围。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1579016107409285120,1,False,True,五年以上工作经验
23,0,1683803835606245376,98493,腾讯地图网约车B端运营经理,中国,深圳,CSIG,,,产品,"1.负责出行服务网约车的产品运营，包括但不限于服务商管理、服务产品、行业规则体系等模块的策划及运营等工作；
2.结合用户需求和行业分析，搭建服务商服务质量体系，持续监控服务商服务质量，提高运营效率；
3.制定并完善各类平台规则、制度标准，并联合团队整合资源推进落地，共同达成服务质量提升的目标；
4.结合聚合网约车平台场景，建设平台运营激励体系，深入了解网约车运力的运营需求，建立相关平台管理制度、激励政策，联合运网约车运力共同达成业务增长目标。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1683803835606245376,1,False,True,五年以上工作经验
24,0,1684017733999534080,98519,APM研发工程师,中国,深圳,CSIG,,,技术,"1.负责腾讯云APM产品的核心研发工作，打造一体化，智能化的业界领先的APM产品；
2.负责APM核心组件的研发，包含采集探针，数据预处理，数据存储等基础组件，保障系统的高可用及稳定性，并持续深入建设；
3.构建APM产品核心技术竞争力，持续建设APM产品从问题发现到根因定位的诊断能力，帮助客户降低业务系统的故障恢复时长，提升排障效率。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1684017733999534080,1,False,True,五年以上工作经验
25,0,1680028360165564416,98236,广告后台开发工程师 / 架构师（深圳）,中国,北京,TEG,,腾讯广告,技术,"1.负责腾讯广告检索及播放引擎后端的设计、开发和调优工作；
2.配合广告产品团队和算法团队不断进行系统迭代，持续提升广告系统的变现能力；
3.根据系统发展，对技术架构不断调整，持续优化系统的性能、稳定性、可扩展性。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1680028360165564416,1,False,True,三年以上工作经验
26,0,1676112853846728704,97866,大数据应用开发工程师,中国,西安,CSIG,腾讯云智研发子公司,,技术,"1.岗负责云知数据仓库建设以及指标体系建设的工作；
2.负责云知基础数据清洗、主题模型开发、报表开发、问题排查工作。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1676112853846728704,1,False,True,三年以上工作经验
27,0,1658765285290680320,96856,地图平台导航后台开发,中国,武汉,CSIG,腾讯云智研发子公司,,技术,"1.负责路线规划、路况、ETA等服务的架构设计及研发；
2.负责大规模路网数据的编译、数据发布流程优化；
3.负责导航相关服务的需求开发，效果和性能的持续优化。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1658765285290680320,1,False,True,两年以上工作经验
28,0,1681505862880862208,98321,3D动画设计师（深圳）,中国,上海,IEG,,,设计,"1.依照设定及需求，负责游戏内3D角色的动作设计与制作；
2.很好的融入制作流程，配合团队内其他岗位协同合作，推进游戏内视觉表现的高品质落地；
3.在工作中梳理规范，建立流程，树立标准，审核和指导外包资源修改。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1681505862880862208,1,False,True,五年以上工作经验
29,0,1685827130673340416,98611,数据开发工程师(golang),中国,西安,CSIG,腾讯云智研发子公司,,技术,"1.设计与实现图像/文本/语音海量大数据数据仓库建设；
2.用图像数据及挖掘模型驱动数据运营各个环节的作业效率；
3.参与部门级私有化机器学习平台产品的数据模块后端开发。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1685827130673340416,1,False,True,三年以上工作经验
30,0,1605525925082963968,94369,腾讯地图底图产品经理,中国,武汉,CSIG,腾讯云智研发子公司,,产品,"1.制定腾讯地图底图业务的规划；
2.调研分析用户需求、场景分析、竞品动态、行业发展，并制定底图策略和产品方案；
3.建立底图规范和效果评测体系，并基于评测效果制定相应的策略。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1605525925082963968,1,False,True,三年以上工作经验
31,0,1613060344278687744,94600,资深3D特效设计师,中国,上海,IEG,,腾讯游戏,设计,"1.负责游戏中角色、场景、技能等特效的设计和制作；
2.负责开发项目所需特殊母材质并跟进性能优化，整理相关使用文档；
3.跟进开发所需功能，确保版本落地效果；
4.跟进开发特效相关工具，完善功能并提升工具使用效率；
5.熟悉项目制作规范和流程，并且需要阶段性地协助团队进行优化迭代。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1613060344278687744,1,False,True,五年以上工作经验
32,0,1683360313010823168,98434,美术指导/秀导高级设计师,中国,深圳,IEG,,,内容,"1.担任虚拟交互体验、动画短片、大型活动的美术指导/秀导工作；
2.前期负责输出项目的核心创意内容，包含但不限于内容创意、美术概设、（体验）流程编排、演出形式等；
3.可深度理解客户需求，并有一定成本意识，高效协同其他项目成员完成内容共创，对创意、美术、编排、灯光、舞美、音乐、表演等多维度专业领域有足够能力进行监修与把控；
4.对所有涉及创意及美术的产出物料负责，包括内容品质及交付进度；
5.负责对涉及到线下搭建及运营的项目进行现场把控，应对突发问题，并对活动进行有效复盘。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1683360313010823168,1,False,True,五年以上工作经验
33,0,1683360315300913152,98435,制片管理（交互体验方向）高级项目经理,中国,深圳,IEG,,,内容,"1.领导和统筹在创意、美术、用户体验、项目运营等环节的制片管理；
2.参与客户头脑风暴，根据客户的需求制定项目方案；
3.积极主动推进开发进程，确保功能的落地与质量保证。管理最后期限并及时满足客户的需求；
4.结合用户需求，统筹设计与制作创意展项的各类系统功能、玩法逻辑及界面功能布局等；
5.统筹策划团队和程序、美术、测试团队的协同开发，并对用户需求和具体反馈进行分析，提供解决问题的思路以及依据。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1683360315300913152,1,False,True,三年以上工作经验
34,0,1631181611213004800,95416,合金弹头资深世界观策划,中国,深圳,IEG,,,产品,"1.整体负责游戏内世界观架构，主线剧情的长线内容框架和阶段性投放规划。持续建设和补充世界观设定白皮书；
2.整体负责游戏内容风格化的提升专项，并且推动风格化与游戏内容、关卡和玩法的融合落地；
3.负责游戏内容面向国内以及海外各区域的品质提升，包括但不限于游戏文案、对白配音、主线剧情以及游戏内外的IP内容拓展；
4.持续完善游戏世界观内容研发管线，培养和提升产品的世界观团队。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1631181611213004800,1,False,True,五年以上工作经验
35,0,1665558794324680704,97265,合金弹头服务器高级开发工程师,中国,深圳,IEG,,,技术,"1.负责服务器端的架构工作；
2.负责游戏服务器端功能需求开发工作；
3.负责服务器端研发效能工具开发工作；
4.负责服务器端性能优化工作。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1665558794324680704,1,False,True,两年以上工作经验
36,0,1592815046700834816,93775,天美L2射击项目技术美术负责人,中国,成都,IEG,,,设计,"1.负责维护天美L2射击项目的标准美术资产规范以及资产管理；
2.了解第三人称射击游戏品类的“多终端”的美术资产制作方法；
3.使用Trick方法制作游戏内的高品质NPR幻想元素特殊效果；
4.培训美术使用技术美术团队制作的材质效果，并制作标杆资源；
5.培训美术使用技术美术团队制作的美术工具，并编写操作文档；
6.跟进技术美术各种功能在版本中的落地情况。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1592815046700834816,1,False,True,三年以上工作经验
37,0,1674670440670306304,97814,合金弹头高级3D特效设计师,中国,深圳,IEG,,,设计,"1.负责游戏内角色大厅展示特效制作，单局内角色技能，怪物技能制作；
2.负责游戏特效相关的外包规划，跟进与反馈，保证设计品质；
3.与美术总监和主美术不断完善特效流程和品质标准，能良好的遵循项目整体风格；
4.能负责特效团队的日常管理，工作对接，产品品质把控。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1674670440670306304,1,False,True,五年以上工作经验
38,0,1685827131960991744,98612,数据挖掘工程师,中国,西安,CSIG,腾讯云智研发子公司,,技术,"1.对图像/文本/语音海量大数据，应用数据分析、数据分析建模、数据挖掘机器学习等技术，深入挖掘业务需求和业务创新点；
2.用数据及挖掘模型驱动数据运营各个环节的作业效率；
3.通过数据算法为业务提供更科学、更精细化的规划方案、指引；
4.为开放业务提供数据挖掘支持。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1685827131960991744,1,False,True,三年以上工作经验
39,0,1661986944764092416,97048,微信支付信贷资金产品岗,中国,深圳,WXG,,,产品,"1.通过产品、风险等多角度参与资金方接入及管理工作；
2.负责信贷资产管理/匹配等工作；
3.参与部分数据分析、风险管控工作。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1661986944764092416,1,False,True,一年以上工作经验
40,0,1683360357675966464,98436,流量生态部高级商务经理,中国,深圳,IEG,,,销售、服务与支持,"1.负责子公司的媒介和销售工作，主要负责管理渠道管理和资源销售工作，包括线上线下投放，品牌与效果广告投放等；
2.负责推广渠道的运营支持，不断提升渠道效率；
3.跟进内外部渠道推广的任务，配合项目或渠道策划推广活动及执行方案，做好渠道的管理与沟通工作，跟踪活动效果；
4.对媒体渠道具备灵活认知，能够拓展媒介边界，在效果/品牌/内容投放能力基础上，关注前沿媒体玩法。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1683360357675966464,1,False,True,三年以上工作经验
41,0,1671103198259060736,97615,腾讯广告平台与内容广告商业产品,中国,深圳,CDG,,,产品,"1.负责腾讯视频，腾讯新闻，qq，qq音乐，qq浏览器，游戏等腾讯系产品商业化能力建设；
2.持续完善形态和链路能力、创新广告模式，提升广告转化效果及流量变现效率；
3.结合数据分析、竞品研究、客户调研等，设计广告产品，并联动合作团队推动产品落地；
4.洞察广告场景，挖掘新的商业化模式。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1671103198259060736,1,False,True,三年以上工作经验
42,0,1683695913291227136,98482,流量生态部资深效果广告创意设计师,中国,深圳,IEG,,,设计,"1.负责挖掘游戏产品的特性，痛点，并输出素材推广策略；
2.独立对接及把控供应商提交的素材成品质量，指导素材产出；
3.根据数据反馈，调整迭代创意内容，优化效果；
4.定期研究行业（同类型产品等）动向，梳理与总结有效创作方法，积极进行团队分享；
5.负责管理子公司素材团队管理。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1683695913291227136,1,False,True,三年以上工作经验
43,0,1683349591866482688,98429,火影美术项目组15612-游戏美术3D特效设计师,中国,深圳,IEG,,腾讯游戏,设计,"1.负责游戏中角色特效、剧情特效、场景特效的设计和制作，以及招募CG特效分镜绘制和效果把控；
2.推动项目特效技术的持续提升和优化；
3.与动画，策划，程序以及CP进行良好的沟通和对接，对项目推进中遇到的问题进行汇总归纳并及时处理；
4.与团队成员一起解决技术难题和其他挑战。",2023年08月02日,http://careers.tencent.com/jobdesc.html?postId=1683349591866482688,1,False,True,三年以上工作经验
44,0,1636184323449167872,95708,SSV-数字支教行业高级拓展经理,中国,北京,CDG,,,产品,"1.负责分析教育行业发展趋势，支持SSV教育业务整体发展策略的制定；
2.拓展、维护教育行业生态合作方，建立链接，共同探索行业新型模式；
3.联动合作伙伴，策划和组织多种方式的产业合作活动，配合支持数字教育拓展和行业影响力提升。",2023年08月01日,http://careers.tencent.com/jobdesc.html?postId=1636184323449167872,1,False,True,八年以上工作经验
45,0,1681889742083334144,98361,证券产品部内容运营(内容运营),中国,北京,CDG,,,内容,"1.负责证券市场重大、突发事件处理，及要闻、推送等场景运营，提升内容运营品质；
2.统筹当日热点运营，组织原创及内容策划，调动组内资源，做好分工、协调与交接；
3.统筹组内及外部的运营联动，以及跨部门之间的运营沟通，做好运营资源协调；
4.具体一定的产品化思维，搭建合适用户资讯运营场景，有效提升用户个层级转化率。",2023年08月01日,http://careers.tencent.com/jobdesc.html?postId=1681889742083334144,1,False,True,五年以上工作经验
46,0,1685848122913202176,98622,生态赋能与支持架构师,中国,深圳,CSIG,,腾讯云,产品,"1.为腾讯云合作伙伴提供技术咨询、云解决方案培训赋能及项目支持等专业服务；
2.与合作伙伴一起根据客户IT特性，设计基于腾讯云平台的架构方案，并帮助客户或合作伙伴进行系统迁云，提供应用迁移和数据迁移咨询服务；支持客户或合作伙伴在腾讯云平台上构建上层应用程序和服务；
3.协调后台产品、服务、运营等团队资源，对伙伴重点项目进行售前支持；
4.参与合作伙伴的技术团队建设。",2023年08月01日,http://careers.tencent.com/jobdesc.html?postId=1685848122913202176,1,False,True,五年以上工作经验
47,0,1685848125010354176,98623,生态赋能与支持架构师,中国,北京,CSIG,,腾讯云,产品,"1.为腾讯云合作伙伴提供技术咨询、云解决方案培训赋能及项目支持等专业服务；
2.与合作伙伴一起根据客户IT特性，设计基于腾讯云平台的架构方案，并帮助客户或合作伙伴进行系统迁云，提供应用迁移和数据迁移咨询服务；
3.支持客户或合作伙伴在腾讯云平台上构建上层应用程序和服务；
4.协调后台产品、服务、运营等团队资源，对伙伴重点项目进行售前支持；
5.参与合作伙伴的技术团队建设。",2023年08月01日,http://careers.tencent.com/jobdesc.html?postId=1685848125010354176,1,False,True,五年以上工作经验
48,0,1685848127262695424,98624,生态赋能与支持架构师,中国,上海,CSIG,,腾讯云,产品,"1.为腾讯云合作伙伴提供技术咨询、云解决方案培训赋能及项目支持等专业服务；
2.与合作伙伴一起根据客户IT特性，设计基于腾讯云平台的架构方案，并帮助客户或合作伙伴进行系统迁云，提供应用迁移和数据迁移咨询服务；
3.支持客户或合作伙伴在腾讯云平台上构建上层应用程序和服务；
4.协调后台产品、服务、运营等团队资源，对伙伴重点项目进行售前支持；
5.参与合作伙伴的技术团队建设。",2023年08月01日,http://careers.tencent.com/jobdesc.html?postId=1685848127262695424,1,False,True,五年以上工作经验
49,0,1685848129590534144,98625,生态赋能与支持架构师,中国,广州,CSIG,,腾讯云,产品,"1.为腾讯云合作伙伴提供技术咨询、云解决方案培训赋能及项目支持等专业服务；
2.与合作伙伴一起根据客户IT特性，设计基于腾讯云平台的架构方案，并帮助客户或合作伙伴进行系统迁云，提供应用迁移和数据迁移咨询服务；
3.支持客户或合作伙伴在腾讯云平台上构建上层应用程序和服务；
4.协调后台产品、服务、运营等团队资源，对伙伴重点项目进行售前支持；
5.参与合作伙伴的技术团队建设。",2023年08月01日,http://careers.tencent.com/jobdesc.html?postId=1685848129590534144,1,False,True,五年以上工作经验
50,0,1685848131603800064,98626,生态赋能与支持架构师,中国,武汉,CSIG,,腾讯云,产品,"1.为腾讯云合作伙伴提供技术咨询、云解决方案培训赋能及项目支持等专业服务；
2.与合作伙伴一起根据客户IT特性，设计基于腾讯云平台的架构方案，并帮助客户或合作伙伴进行系统迁云，提供应用迁移和数据迁移咨询服务；
3.支持客户或合作伙伴在腾讯云平台上构建上层应用程序和服务；
4.协调后台产品、服务、运营等团队资源，对伙伴重点项目进行售前支持；
5.参与合作伙伴的技术团队建设。",2023年08月01日,http://careers.tencent.com/jobdesc.html?postId=1685848131603800064,1,False,True,五年以上工作经验
